web_scraper_order,web_scraper_start_url,phone,data
"1773234643-3334","https://ind.nl/en/public-register-recognised-sponsors/public-register-regular-labour-and-highly-skilled-migrants","28060994","Eichholtz B.V."
"1773234643-3335","https://ind.nl/en/public-register-recognised-sponsors/public-register-regular-labour-and-highly-skilled-migrants","55569447","Eigen Energie.net B.V."
"1773234643-3336","https://ind.nl/en/public-register-recognised-sponsors/public-register-regular-labour-and-highly-skilled-migrants","09043479","Eijkelkamp Soil & Water B.V."
"1773234643-3337","https://ind.nl/en/public-register-recognised-sponsors/public-register-regular-labour-and-highly-skilled-migrants","52845745","Eiken Chemical Europe Office"
"1773234643-3338","https://ind.nl/en/public-register-recognised-sponsors/public-register-regular-labour-and-highly-skilled-migrants","24139487","Eimskip Nederland B.V."
"1773234643-3339","https://ind.nl/en/public-register-recognised-sponsors/public-register-regular-labour-and-highly-skilled-migrants","76325679","Einar & Partners B.V."
"1773234643-3340","https://ind.nl/en/public-register-recognised-sponsors/public-register-regular-labour-and-highly-skilled-migrants","17272738","Eindhoven"
"1773234643-3341","https://ind.nl/en/public-register-recognised-sponsors/public-register-regular-labour-and-highly-skilled-migrants","85545295","Einride Technologies Netherlands B.V."
"1773234643-3342","https://ind.nl/en/public-register-recognised-sponsors/public-register-regular-labour-and-highly-skilled-migrants","17047866","Eisenkolb B.V."
"1773234643-3343","https://ind.nl/en/public-register-recognised-sponsors/public-register-regular-labour-and-highly-skilled-migrants","77048199","EIT Urban Mobility Innovation Hub West B.V."
"1773234643-3344","https://ind.nl/en/public-register-recognised-sponsors/public-register-regular-labour-and-highly-skilled-migrants","28081544","EJR-Quartz B.V."
"1773234643-3345","https://ind.nl/en/public-register-recognised-sponsors/public-register-regular-labour-and-highly-skilled-migrants","74096397","Ekata Global - Netherlands B.V."
"1773234643-3346","https://ind.nl/en/public-register-recognised-sponsors/public-register-regular-labour-and-highly-skilled-migrants","81716648","ekaterra Export B.V."
"1773234643-3347","https://ind.nl/en/public-register-recognised-sponsors/public-register-regular-labour-and-highly-skilled-migrants","81871341","ekaterra Global Operations B.V."
"1773234643-3348","https://ind.nl/en/public-register-recognised-sponsors/public-register-regular-labour-and-highly-skilled-migrants","81615353","ekaterra Group Finance B.V."
"1773234643-3349","https://ind.nl/en/public-register-recognised-sponsors/public-register-regular-labour-and-highly-skilled-migrants","81871228","ekaterra Group IP Holdings B.V."
"1773234643-3350","https://ind.nl/en/public-register-recognised-sponsors/public-register-regular-labour-and-highly-skilled-migrants","14047184","EKK Sales Europe B.V."
"1773234643-3351","https://ind.nl/en/public-register-recognised-sponsors/public-register-regular-labour-and-highly-skilled-migrants","27315416","EKO Instruments Europe B.V."
"1773234643-3352","https://ind.nl/en/public-register-recognised-sponsors/public-register-regular-labour-and-highly-skilled-migrants","34211941","Ekofine Holding & Finance N.V."
"1773234643-3353","https://ind.nl/en/public-register-recognised-sponsors/public-register-regular-labour-and-highly-skilled-migrants","08033633","Ekro B.V."
"1773234643-3354","https://ind.nl/en/public-register-recognised-sponsors/public-register-regular-labour-and-highly-skilled-migrants","65094573","Ekster B.V."
"1773234643-3355","https://ind.nl/en/public-register-recognised-sponsors/public-register-regular-labour-and-highly-skilled-migrants","08140115","El Niño B.V."
"1773234643-3356","https://ind.nl/en/public-register-recognised-sponsors/public-register-regular-labour-and-highly-skilled-migrants","18130264","Elacin International B.V."
"1773234643-3357","https://ind.nl/en/public-register-recognised-sponsors/public-register-regular-labour-and-highly-skilled-migrants","71762345","Elanco Nederland B.V."
"1773234643-3358","https://ind.nl/en/public-register-recognised-sponsors/public-register-regular-labour-and-highly-skilled-migrants","54656230","elasticsearch B.V."
"1773234643-3359","https://ind.nl/en/public-register-recognised-sponsors/public-register-regular-labour-and-highly-skilled-migrants","59329319","Elastique B.V."
"1773234643-3360","https://ind.nl/en/public-register-recognised-sponsors/public-register-regular-labour-and-highly-skilled-migrants","50048775","Elation professional B.V."
"1773234643-3361","https://ind.nl/en/public-register-recognised-sponsors/public-register-regular-labour-and-highly-skilled-migrants","24257919","Elbi Trading Company B.V."
"1773234643-3362","https://ind.nl/en/public-register-recognised-sponsors/public-register-regular-labour-and-highly-skilled-migrants","60048417","ElBrons B.V."
"1773234643-3363","https://ind.nl/en/public-register-recognised-sponsors/public-register-regular-labour-and-highly-skilled-migrants","23041333","Elcee B.V."
"1773234643-3364","https://ind.nl/en/public-register-recognised-sponsors/public-register-regular-labour-and-highly-skilled-migrants","08010878","Elchais B.V."
"1773234643-3365","https://ind.nl/en/public-register-recognised-sponsors/public-register-regular-labour-and-highly-skilled-migrants","14023100","Elco B.V."
"1773234643-3366","https://ind.nl/en/public-register-recognised-sponsors/public-register-regular-labour-and-highly-skilled-migrants","08078358","Eldohm B.V."
"1773234643-3367","https://ind.nl/en/public-register-recognised-sponsors/public-register-regular-labour-and-highly-skilled-migrants","17218153","eldoLAB Holding B.V."
"1773234643-3368","https://ind.nl/en/public-register-recognised-sponsors/public-register-regular-labour-and-highly-skilled-migrants","78607965","Eldorado Gold C.V."
"1773234643-3369","https://ind.nl/en/public-register-recognised-sponsors/public-register-regular-labour-and-highly-skilled-migrants","53699351","Eldorado Gold Coöperatief U.A."
"1773234643-3370","https://ind.nl/en/public-register-recognised-sponsors/public-register-regular-labour-and-highly-skilled-migrants","09116766","eLEAF B.V."
"1773234643-3371","https://ind.nl/en/public-register-recognised-sponsors/public-register-regular-labour-and-highly-skilled-migrants","24288161","Electech Holding B.V."
"1773234643-3372","https://ind.nl/en/public-register-recognised-sponsors/public-register-regular-labour-and-highly-skilled-migrants","78656230","Electrip Global B.V."
"1773234643-3373","https://ind.nl/en/public-register-recognised-sponsors/public-register-regular-labour-and-highly-skilled-migrants","52798771","Electromagnetic Compatibility MCC B.V."
"1773234643-3374","https://ind.nl/en/public-register-recognised-sponsors/public-register-regular-labour-and-highly-skilled-migrants","88464040","Electron Performance B.V."
"1773234643-3375","https://ind.nl/en/public-register-recognised-sponsors/public-register-regular-labour-and-highly-skilled-migrants","29034307","Electron Technologies B.V."
"1773234643-3376","https://ind.nl/en/public-register-recognised-sponsors/public-register-regular-labour-and-highly-skilled-migrants","24276634","Electronic Arts Nederland B.V."
"1773234643-3377","https://ind.nl/en/public-register-recognised-sponsors/public-register-regular-labour-and-highly-skilled-migrants","36053333","Electronic Commerce Solutions (ECS) International B.V."
"1773234643-3378","https://ind.nl/en/public-register-recognised-sponsors/public-register-regular-labour-and-highly-skilled-migrants","30144359","Electronics for Imaging B.V."
"1773234643-3379","https://ind.nl/en/public-register-recognised-sponsors/public-register-regular-labour-and-highly-skilled-migrants","14097018","Electude Development B.V."
"1773234643-3380","https://ind.nl/en/public-register-recognised-sponsors/public-register-regular-labour-and-highly-skilled-migrants","17097384","Elekta B.V."
"1773234643-3381","https://ind.nl/en/public-register-recognised-sponsors/public-register-regular-labour-and-highly-skilled-migrants","72019441","Element Logic Benelux B.V."
"1773234643-3382","https://ind.nl/en/public-register-recognised-sponsors/public-register-regular-labour-and-highly-skilled-migrants","24170257","Element Materials Technology Rotterdam B.V."
"1773234643-3383","https://ind.nl/en/public-register-recognised-sponsors/public-register-regular-labour-and-highly-skilled-migrants","34281419","Elementis Minerals B.V."
"1773234643-3384","https://ind.nl/en/public-register-recognised-sponsors/public-register-regular-labour-and-highly-skilled-migrants","32137279","Elements Interactive B.V."
"1773234643-3385","https://ind.nl/en/public-register-recognised-sponsors/public-register-regular-labour-and-highly-skilled-migrants","63814773","Elements Legal N.V."
"1773234643-3386","https://ind.nl/en/public-register-recognised-sponsors/public-register-regular-labour-and-highly-skilled-migrants","34153533","Elemica International B.V."
"1773234643-3387","https://ind.nl/en/public-register-recognised-sponsors/public-register-regular-labour-and-highly-skilled-migrants","69705623","ELEO Technologies B.V."
"1773234643-3388","https://ind.nl/en/public-register-recognised-sponsors/public-register-regular-labour-and-highly-skilled-migrants","05029362","Eleq Steenwijk B.V."
"1773234643-3389","https://ind.nl/en/public-register-recognised-sponsors/public-register-regular-labour-and-highly-skilled-migrants","59735937","Elestor B.V."
"1773234643-3390","https://ind.nl/en/public-register-recognised-sponsors/public-register-regular-labour-and-highly-skilled-migrants","32040528","Elevate B.V."
"1773234643-3391","https://ind.nl/en/public-register-recognised-sponsors/public-register-regular-labour-and-highly-skilled-migrants","33068133","Elfa Elementenfabriek B.V."
"1773234643-3392","https://ind.nl/en/public-register-recognised-sponsors/public-register-regular-labour-and-highly-skilled-migrants","64311775","Elfsquad B.V."
"1773234643-3393","https://ind.nl/en/public-register-recognised-sponsors/public-register-regular-labour-and-highly-skilled-migrants","30087090","Eli Lilly Nederland B.V."
"1773234643-3394","https://ind.nl/en/public-register-recognised-sponsors/public-register-regular-labour-and-highly-skilled-migrants","64152022","Eli5 B.V."
"1773234643-3395","https://ind.nl/en/public-register-recognised-sponsors/public-register-regular-labour-and-highly-skilled-migrants","24263970","Elinex Power Solutions B.V."
"1773234643-3396","https://ind.nl/en/public-register-recognised-sponsors/public-register-regular-labour-and-highly-skilled-migrants","51782987","Elips Life AG"
"1773234643-3397","https://ind.nl/en/public-register-recognised-sponsors/public-register-regular-labour-and-highly-skilled-migrants","77521404","Elisa Maas B.V."
"1773234643-3398","https://ind.nl/en/public-register-recognised-sponsors/public-register-regular-labour-and-highly-skilled-migrants","56543689","Elision B.V."
"1773234643-3399","https://ind.nl/en/public-register-recognised-sponsors/public-register-regular-labour-and-highly-skilled-migrants","64139980","Elite Engineers B.V."
"1773234643-3400","https://ind.nl/en/public-register-recognised-sponsors/public-register-regular-labour-and-highly-skilled-migrants","64246310","Elixir Engineers B.V."
"1773234643-3401","https://ind.nl/en/public-register-recognised-sponsors/public-register-regular-labour-and-highly-skilled-migrants","66955572","ELLBRU Professionals B.V."
"1773234643-3402","https://ind.nl/en/public-register-recognised-sponsors/public-register-regular-labour-and-highly-skilled-migrants","27114293","Ellens & Lentze Notariaat en Mediation B.V."
"1773234643-3403","https://ind.nl/en/public-register-recognised-sponsors/public-register-regular-labour-and-highly-skilled-migrants","17064762","Ellips B.V."
"1773234643-3404","https://ind.nl/en/public-register-recognised-sponsors/public-register-regular-labour-and-highly-skilled-migrants","75011964","Ellipsis Earth Intelligence B.V."
"1773234643-3405","https://ind.nl/en/public-register-recognised-sponsors/public-register-regular-labour-and-highly-skilled-migrants","53134486","E-LLIS B.V."
"1773234643-3406","https://ind.nl/en/public-register-recognised-sponsors/public-register-regular-labour-and-highly-skilled-migrants","23028372","Ellis Enterprises B.V."
"1773234643-3407","https://ind.nl/en/public-register-recognised-sponsors/public-register-regular-labour-and-highly-skilled-migrants","63329816","ELM Europe B.V."
"1773234643-3408","https://ind.nl/en/public-register-recognised-sponsors/public-register-regular-labour-and-highly-skilled-migrants","31022907","Elma B.V."
"1773234643-3409","https://ind.nl/en/public-register-recognised-sponsors/public-register-regular-labour-and-highly-skilled-migrants","30213095","Elmar Reizen B.V."
"1773234643-3410","https://ind.nl/en/public-register-recognised-sponsors/public-register-regular-labour-and-highly-skilled-migrants","21010023","Elopak B.V."
"1773234643-3411","https://ind.nl/en/public-register-recognised-sponsors/public-register-regular-labour-and-highly-skilled-migrants","33158992","Elsevier B.V."
"1773234643-3412","https://ind.nl/en/public-register-recognised-sponsors/public-register-regular-labour-and-highly-skilled-migrants","74821253","eLstar Dynamics B.V."
"1773234643-3413","https://ind.nl/en/public-register-recognised-sponsors/public-register-regular-labour-and-highly-skilled-migrants","17104099","Eltan B.V."
"1773234643-3414","https://ind.nl/en/public-register-recognised-sponsors/public-register-regular-labour-and-highly-skilled-migrants","30273014","Elten Logistic Systems B.V."
"1773234643-3415","https://ind.nl/en/public-register-recognised-sponsors/public-register-regular-labour-and-highly-skilled-migrants","18049719","Eltra Engineering B.V."
"1773234643-3416","https://ind.nl/en/public-register-recognised-sponsors/public-register-regular-labour-and-highly-skilled-migrants","58174338","Elycio Talen B.V."
"1773234643-3417","https://ind.nl/en/public-register-recognised-sponsors/public-register-regular-labour-and-highly-skilled-migrants","74270338","E-magy B.V."
"1773234643-3418","https://ind.nl/en/public-register-recognised-sponsors/public-register-regular-labour-and-highly-skilled-migrants","34244282","Emakina B.V."
"1773234643-3419","https://ind.nl/en/public-register-recognised-sponsors/public-register-regular-labour-and-highly-skilled-migrants","67316573","EMAR Crewing B.V."
"1773234643-3420","https://ind.nl/en/public-register-recognised-sponsors/public-register-regular-labour-and-highly-skilled-migrants","75582546","Embers Support B.V."
"1773234643-3421","https://ind.nl/en/public-register-recognised-sponsors/public-register-regular-labour-and-highly-skilled-migrants","52638243","Embraer Netherlands B.V."
"1773234643-3422","https://ind.nl/en/public-register-recognised-sponsors/public-register-regular-labour-and-highly-skilled-migrants","51400251","Emendis B.V."
"1773234643-3423","https://ind.nl/en/public-register-recognised-sponsors/public-register-regular-labour-and-highly-skilled-migrants","27199736","E-Mergo"
"1773234643-3424","https://ind.nl/en/public-register-recognised-sponsors/public-register-regular-labour-and-highly-skilled-migrants","27345543","Emergo Europe Consulting B.V."
"1773234643-3425","https://ind.nl/en/public-register-recognised-sponsors/public-register-regular-labour-and-highly-skilled-migrants","20025316","Emerson Automation Solutions Final Control Netherlands B.V."
"1773234643-3426","https://ind.nl/en/public-register-recognised-sponsors/public-register-regular-labour-and-highly-skilled-migrants","55308775","Emerson College European Center"
"1773234643-3427","https://ind.nl/en/public-register-recognised-sponsors/public-register-regular-labour-and-highly-skilled-migrants","27145686","Emerson Process Management"
"1773234643-3428","https://ind.nl/en/public-register-recognised-sponsors/public-register-regular-labour-and-highly-skilled-migrants","30196818","Emerson Process Management Flow B.V."
"1773234643-3429","https://ind.nl/en/public-register-recognised-sponsors/public-register-regular-labour-and-highly-skilled-migrants","75634627","Emery B.V."
"1773234643-3430","https://ind.nl/en/public-register-recognised-sponsors/public-register-regular-labour-and-highly-skilled-migrants","52332586","Emesa Holdings B.V."
"1773234643-3431","https://ind.nl/en/public-register-recognised-sponsors/public-register-regular-labour-and-highly-skilled-migrants","20067188","EMG"
"1773234643-3432","https://ind.nl/en/public-register-recognised-sponsors/public-register-regular-labour-and-highly-skilled-migrants","28100791","EMG Group B.V."
"1773234643-3433","https://ind.nl/en/public-register-recognised-sponsors/public-register-regular-labour-and-highly-skilled-migrants","77488784","EMI Twente B.V."
"1773234643-3434","https://ind.nl/en/public-register-recognised-sponsors/public-register-regular-labour-and-highly-skilled-migrants","62458949","EMIS B.V."
"1773234643-3435","https://ind.nl/en/public-register-recognised-sponsors/public-register-regular-labour-and-highly-skilled-migrants","87135302","Emixa B.V."
"1773234643-3436","https://ind.nl/en/public-register-recognised-sponsors/public-register-regular-labour-and-highly-skilled-migrants","65629981","Emixa Integration Solutions B.V."
"1773234643-3437","https://ind.nl/en/public-register-recognised-sponsors/public-register-regular-labour-and-highly-skilled-migrants","76326683","Emka Infra B.V."
"1773234643-3438","https://ind.nl/en/public-register-recognised-sponsors/public-register-regular-labour-and-highly-skilled-migrants","72881437","Emmett Green B.V."
"1773234643-3439","https://ind.nl/en/public-register-recognised-sponsors/public-register-regular-labour-and-highly-skilled-migrants","77003055","Emmett Green Engineering B.V."
"1773234643-3440","https://ind.nl/en/public-register-recognised-sponsors/public-register-regular-labour-and-highly-skilled-migrants","54427126","Emons Group B.V."
"1773234643-3441","https://ind.nl/en/public-register-recognised-sponsors/public-register-regular-labour-and-highly-skilled-migrants","60750006","Emoss Mobile Systems B.V."
"1773234643-3442","https://ind.nl/en/public-register-recognised-sponsors/public-register-regular-labour-and-highly-skilled-migrants","34308967","Employor I B.V."
"1773234643-3443","https://ind.nl/en/public-register-recognised-sponsors/public-register-regular-labour-and-highly-skilled-migrants","70880565","Employor II B.V."
"1773234643-3444","https://ind.nl/en/public-register-recognised-sponsors/public-register-regular-labour-and-highly-skilled-migrants","80275303","Employor III B.V."
"1773234643-3445","https://ind.nl/en/public-register-recognised-sponsors/public-register-regular-labour-and-highly-skilled-migrants","64009130","Empower Sports (Netherlands) B.V."
"1773234643-3446","https://ind.nl/en/public-register-recognised-sponsors/public-register-regular-labour-and-highly-skilled-migrants","23080831","EMPWR Netherlands B.V."
"1773234643-3447","https://ind.nl/en/public-register-recognised-sponsors/public-register-regular-labour-and-highly-skilled-migrants","62859110","Emrex B.V."
"1773234643-3448","https://ind.nl/en/public-register-recognised-sponsors/public-register-regular-labour-and-highly-skilled-migrants","34226533","EMS"
"1773234643-3449","https://ind.nl/en/public-register-recognised-sponsors/public-register-regular-labour-and-highly-skilled-migrants","28066287","Emsere B.V."
"1773234643-3450","https://ind.nl/en/public-register-recognised-sponsors/public-register-regular-labour-and-highly-skilled-migrants","72795921","emTransit B.V."
"1773234643-3451","https://ind.nl/en/public-register-recognised-sponsors/public-register-regular-labour-and-highly-skilled-migrants","75632306","eMudhra B.V."
"1773234643-3452","https://ind.nl/en/public-register-recognised-sponsors/public-register-regular-labour-and-highly-skilled-migrants","34228397","Enable U"
"1773234643-3453","https://ind.nl/en/public-register-recognised-sponsors/public-register-regular-labour-and-highly-skilled-migrants","34297520","Enablon Netherlands B.V."
"1773234643-3454","https://ind.nl/en/public-register-recognised-sponsors/public-register-regular-labour-and-highly-skilled-migrants","67992358","EnAppSys B.V."
"1773234643-3455","https://ind.nl/en/public-register-recognised-sponsors/public-register-regular-labour-and-highly-skilled-migrants","57118493","Enauta Netherlands B.V."
"1773234643-3456","https://ind.nl/en/public-register-recognised-sponsors/public-register-regular-labour-and-highly-skilled-migrants","73015822","Endeavour B.V."
"1773234643-3457","https://ind.nl/en/public-register-recognised-sponsors/public-register-regular-labour-and-highly-skilled-migrants","53359232","Endologix International Holdings B.V."
"1773234643-3458","https://ind.nl/en/public-register-recognised-sponsors/public-register-regular-labour-and-highly-skilled-migrants","90411285","Eneco Diamond Hydrogen B.V."
"1773234643-3459","https://ind.nl/en/public-register-recognised-sponsors/public-register-regular-labour-and-highly-skilled-migrants","24296168","Eneco Zakelijk"
"1773234643-3460","https://ind.nl/en/public-register-recognised-sponsors/public-register-regular-labour-and-highly-skilled-migrants","34149162","ENEL Investment Holding B.V."
"1773234643-3461","https://ind.nl/en/public-register-recognised-sponsors/public-register-regular-labour-and-highly-skilled-migrants","33206328","ENEOS Netherlands B.V."
"1773234643-3462","https://ind.nl/en/public-register-recognised-sponsors/public-register-regular-labour-and-highly-skilled-migrants","05072417","ENERCON Services Netherlands B.V."
"1773234643-3463","https://ind.nl/en/public-register-recognised-sponsors/public-register-regular-labour-and-highly-skilled-migrants","71628479","EnergieCare NW B.V."
"1773234643-3464","https://ind.nl/en/public-register-recognised-sponsors/public-register-regular-labour-and-highly-skilled-migrants","69909865","Energy & Infra Engineering B.V."
"1773234643-3465","https://ind.nl/en/public-register-recognised-sponsors/public-register-regular-labour-and-highly-skilled-migrants","58192077","Energy Essentials Group B.V."
"1773234643-3466","https://ind.nl/en/public-register-recognised-sponsors/public-register-regular-labour-and-highly-skilled-migrants","24306970","Energy Global Advies B.V."
"1773234643-3467","https://ind.nl/en/public-register-recognised-sponsors/public-register-regular-labour-and-highly-skilled-migrants","37059950","Energy Maintenance International B.V."
"1773234643-3468","https://ind.nl/en/public-register-recognised-sponsors/public-register-regular-labour-and-highly-skilled-migrants","27320033","Energy Solutions B.V."
"1773234643-3469","https://ind.nl/en/public-register-recognised-sponsors/public-register-regular-labour-and-highly-skilled-migrants","55971202","Energyworx B.V."
"1773234643-3470","https://ind.nl/en/public-register-recognised-sponsors/public-register-regular-labour-and-highly-skilled-migrants","61215651","EnergyZero B.V."
"1773234643-3471","https://ind.nl/en/public-register-recognised-sponsors/public-register-regular-labour-and-highly-skilled-migrants","89493621","Enerjisa Commodities B.V."
"1773234643-3472","https://ind.nl/en/public-register-recognised-sponsors/public-register-regular-labour-and-highly-skilled-migrants","30075396","Enerpac B.V."
"1773234643-3473","https://ind.nl/en/public-register-recognised-sponsors/public-register-regular-labour-and-highly-skilled-migrants","63092522","Enersea B.V."
"1773234643-3474","https://ind.nl/en/public-register-recognised-sponsors/public-register-regular-labour-and-highly-skilled-migrants","24187923","EnerSys B.V."
"1773234643-3475","https://ind.nl/en/public-register-recognised-sponsors/public-register-regular-labour-and-highly-skilled-migrants","63214458","Enevate B.V."
"1773234643-3476","https://ind.nl/en/public-register-recognised-sponsors/public-register-regular-labour-and-highly-skilled-migrants","66934389","Enexis Personeel B.V."
"1773234643-3477","https://ind.nl/en/public-register-recognised-sponsors/public-register-regular-labour-and-highly-skilled-migrants","81692846","Enfinitec B.V."
"1773234643-3478","https://ind.nl/en/public-register-recognised-sponsors/public-register-regular-labour-and-highly-skilled-migrants","30240102","Engage Process B.V."
"1773234643-3479","https://ind.nl/en/public-register-recognised-sponsors/public-register-regular-labour-and-highly-skilled-migrants","58890661","Engagement Factory B.V."
"1773234643-3480","https://ind.nl/en/public-register-recognised-sponsors/public-register-regular-labour-and-highly-skilled-migrants","52093808","Engenius Networks Europe B.V."
"1773234643-3481","https://ind.nl/en/public-register-recognised-sponsors/public-register-regular-labour-and-highly-skilled-migrants","05043978","ENGIE Energie Nederland N.V."
"1773234643-3482","https://ind.nl/en/public-register-recognised-sponsors/public-register-regular-labour-and-highly-skilled-migrants","75275317","Engineering4solar B.V."
"1773234643-3483","https://ind.nl/en/public-register-recognised-sponsors/public-register-regular-labour-and-highly-skilled-migrants","59762373","Engineero B.V."
"1773234643-3484","https://ind.nl/en/public-register-recognised-sponsors/public-register-regular-labour-and-highly-skilled-migrants","80595464","EnginX"
"1773234643-3485","https://ind.nl/en/public-register-recognised-sponsors/public-register-regular-labour-and-highly-skilled-migrants","27113806","Eni Energy Netherlands B.V."
"1773234643-3486","https://ind.nl/en/public-register-recognised-sponsors/public-register-regular-labour-and-highly-skilled-migrants","33264934","Eni International B.V."
"1773234643-3487","https://ind.nl/en/public-register-recognised-sponsors/public-register-regular-labour-and-highly-skilled-migrants","81669798","Eni Netherlands CCUS B.V."
"1773234643-3488","https://ind.nl/en/public-register-recognised-sponsors/public-register-regular-labour-and-highly-skilled-migrants","27265056","Enigmatry B.V."
"1773234643-3489","https://ind.nl/en/public-register-recognised-sponsors/public-register-regular-labour-and-highly-skilled-migrants","34363652","ENI-JR286 International Coöperatief U.A."
"1773234643-3490","https://ind.nl/en/public-register-recognised-sponsors/public-register-regular-labour-and-highly-skilled-migrants","34260389","Enka Power Systems B.V."
"1773234643-3491","https://ind.nl/en/public-register-recognised-sponsors/public-register-regular-labour-and-highly-skilled-migrants","56518757","Ennatuurlijk Aardwarmte Holding B.V."
"1773234643-3492","https://ind.nl/en/public-register-recognised-sponsors/public-register-regular-labour-and-highly-skilled-migrants","80420311","Enough B.V."
"1773234643-3493","https://ind.nl/en/public-register-recognised-sponsors/public-register-regular-labour-and-highly-skilled-migrants","24157738","Enovation B.V."
"1773234643-3494","https://ind.nl/en/public-register-recognised-sponsors/public-register-regular-labour-and-highly-skilled-migrants","09079872","Enpaco Europe B.V."
"1773234643-3495","https://ind.nl/en/public-register-recognised-sponsors/public-register-regular-labour-and-highly-skilled-migrants","66057167","Enphase Energy NL B.V."
"1773234643-3496","https://ind.nl/en/public-register-recognised-sponsors/public-register-regular-labour-and-highly-skilled-migrants","69524084","ENPICOM B.V."
"1773234643-3497","https://ind.nl/en/public-register-recognised-sponsors/public-register-regular-labour-and-highly-skilled-migrants","70843627","Enquero B.V."
"1773234643-3498","https://ind.nl/en/public-register-recognised-sponsors/public-register-regular-labour-and-highly-skilled-migrants","63253984","Enquirya B.V."
"1773234643-3499","https://ind.nl/en/public-register-recognised-sponsors/public-register-regular-labour-and-highly-skilled-migrants","27230372","Enraf B.V."
"1773234643-3500","https://ind.nl/en/public-register-recognised-sponsors/public-register-regular-labour-and-highly-skilled-migrants","34260677","ENRC N.V."
"1773234643-3501","https://ind.nl/en/public-register-recognised-sponsors/public-register-regular-labour-and-highly-skilled-migrants","39091093","Enreach B.V."
"1773234643-3502","https://ind.nl/en/public-register-recognised-sponsors/public-register-regular-labour-and-highly-skilled-migrants","30208805","Entelect Netherlands"
"1773234643-3503","https://ind.nl/en/public-register-recognised-sponsors/public-register-regular-labour-and-highly-skilled-migrants","17186016","ENTER B.V."
"1773234643-3504","https://ind.nl/en/public-register-recognised-sponsors/public-register-regular-labour-and-highly-skilled-migrants","64285774","Entersekt Europe Coöperatief U.A."
"1773234643-3505","https://ind.nl/en/public-register-recognised-sponsors/public-register-regular-labour-and-highly-skilled-migrants","70112975","Entis B.V."
"1773234643-3506","https://ind.nl/en/public-register-recognised-sponsors/public-register-regular-labour-and-highly-skilled-migrants","09095313","Entocare C.V."
"1773234643-3507","https://ind.nl/en/public-register-recognised-sponsors/public-register-regular-labour-and-highly-skilled-migrants","60481943","Entourage B.V."
"1773234643-3508","https://ind.nl/en/public-register-recognised-sponsors/public-register-regular-labour-and-highly-skilled-migrants","56686331","Entrust Netherlands B.V."
"1773234643-3509","https://ind.nl/en/public-register-recognised-sponsors/public-register-regular-labour-and-highly-skilled-migrants","14029941","Envalior B.V."
"1773234643-3510","https://ind.nl/en/public-register-recognised-sponsors/public-register-regular-labour-and-highly-skilled-migrants","90466519","enviolo B.V."
"1773234643-3511","https://ind.nl/en/public-register-recognised-sponsors/public-register-regular-labour-and-highly-skilled-migrants","33304225","Envipco Holding N.V."
"1773234643-3512","https://ind.nl/en/public-register-recognised-sponsors/public-register-regular-labour-and-highly-skilled-migrants","20103569","Environmental Monitoring Systems (EMS) B.V."
"1773234643-3513","https://ind.nl/en/public-register-recognised-sponsors/public-register-regular-labour-and-highly-skilled-migrants","30133036","Environmental Resources Management Nederland B.V."
"1773234643-3514","https://ind.nl/en/public-register-recognised-sponsors/public-register-regular-labour-and-highly-skilled-migrants","69833214","Envision Technologies B.V."
"1773234643-3515","https://ind.nl/en/public-register-recognised-sponsors/public-register-regular-labour-and-highly-skilled-migrants","76950344","Envocon B.V."
"1773234643-3516","https://ind.nl/en/public-register-recognised-sponsors/public-register-regular-labour-and-highly-skilled-migrants","36034974","Enza Zaden Beheer B.V."
"1773234643-3517","https://ind.nl/en/public-register-recognised-sponsors/public-register-regular-labour-and-highly-skilled-migrants","37116105","Enza Zaden Export B.V."
"1773234643-3518","https://ind.nl/en/public-register-recognised-sponsors/public-register-regular-labour-and-highly-skilled-migrants","37116112","Enza Zaden Research & Development B.V."
"1773234643-3519","https://ind.nl/en/public-register-recognised-sponsors/public-register-regular-labour-and-highly-skilled-migrants","37116114","Enza Zaden Seed Operations B.V."
"1773234643-3520","https://ind.nl/en/public-register-recognised-sponsors/public-register-regular-labour-and-highly-skilled-migrants","97160970","Enza Zaden Services B.V."
"1773234643-3521","https://ind.nl/en/public-register-recognised-sponsors/public-register-regular-labour-and-highly-skilled-migrants","66018048","Enzyre B.V."
"1773234643-3522","https://ind.nl/en/public-register-recognised-sponsors/public-register-regular-labour-and-highly-skilled-migrants","73327247","EnzyTag B.V."
"1773234643-3523","https://ind.nl/en/public-register-recognised-sponsors/public-register-regular-labour-and-highly-skilled-migrants","32070030","EOM Data Solutions B.V."
"1773234643-3524","https://ind.nl/en/public-register-recognised-sponsors/public-register-regular-labour-and-highly-skilled-migrants","57075425","Eonics Consultancy B.V."
"1773234643-3525","https://ind.nl/en/public-register-recognised-sponsors/public-register-regular-labour-and-highly-skilled-migrants","30135547","Eosta B.V."
"1773234643-3526","https://ind.nl/en/public-register-recognised-sponsors/public-register-regular-labour-and-highly-skilled-migrants","30166277","EP Commodities B.V."
"1773234643-3527","https://ind.nl/en/public-register-recognised-sponsors/public-register-regular-labour-and-highly-skilled-migrants","70521530","EP NL B.V."
"1773234643-3528","https://ind.nl/en/public-register-recognised-sponsors/public-register-regular-labour-and-highly-skilled-migrants","24326849","EP NL Rijnmond Operations B.V."
